static	void	FUNCTION_NAME	(	)	{	twoIntsStruct	*	data	VAR_8	twoIntsStruct	dataUninitArray	[	10	]	VAR_8	data	=	dataUninitArray	VAR_8	if	(	STATIC_CONST_FALSE	)	{	printLine	(	"	STRING	"	)	VAR_8	}	else	{	{	int	VAR_9	VAR_8	for	(	VAR_0	=	0	VAR_1	VAR_2	<	10	VAR_3	VAR_4	++	)	{	data	[	VAR_9	]	.	intOne	=	VAR_9	VAR_8	data	[	VAR_9	]	.	intTwo	=	VAR_9	VAR_8	}	}	}	if	(	STATIC_CONST_TRUE	)	{	{	int	VAR_9	VAR_8	for	(	VAR_5	=	0	VAR_6	VAR_7	<	10	VAR_8	VAR_9	++	)	{	printIntLine	(	data	[	VAR_9	]	.	intOne	)	VAR_8	printIntLine	(	data	[	VAR_9	]	.	intTwo	)	VAR_8	}	}	}	},0
static	void	FUNCTION_NAME	(	)	{	double	*	VAR_0	VAR_14	double	VAR_1	[	10	VAR_2	VAR_14	VAR_8	=	VAR_1	VAR_14	if	(	staticReturnsTrue	(	)	)	{	VAR_14	}	if	(	staticReturnsTrue	(	)	)	{	{	int	VAR_15	VAR_14	for	(	VAR_3	=	0	VAR_4	VAR_5	<	10	VAR_6	VAR_7	++	)	{	VAR_8	[	VAR_9	VAR_2	=	(	double	)	VAR_10	VAR_14	}	}	{	int	VAR_15	VAR_14	for	(	VAR_11	=	0	VAR_12	VAR_13	<	10	VAR_14	VAR_15	++	)	{	printDoubleLine	(	VAR_8	[	VAR_15	VAR_2	)	VAR_14	}	}	}	},0
void	FUNCTION_NAME	(	void	*	FUNCTION_NAME	)	{	double	*	*	VAR_0	=	(	double	*	*	)	VAR_1	VAR_15	double	*	VAR_2	=	(	*	VAR_3	)	VAR_15	{	int	VAR_16	VAR_15	for	(	VAR_4	=	0	VAR_5	VAR_6	<	10	VAR_7	VAR_8	++	)	{	VAR_9	[	VAR_10	]	=	(	double	)	VAR_11	VAR_15	}	}	{	int	VAR_16	VAR_15	for	(	VAR_12	=	0	VAR_13	VAR_14	<	10	VAR_15	VAR_16	++	)	{	printDoubleLine	(	VAR_9	[	VAR_16	]	)	VAR_15	}	}	},0
static	void	FUNCTION_NAME	(	)	{	twoIntsStruct	*	data	VAR_8	data	=	(	twoIntsStruct	*	)	ALLOCA	(	10	*	sizeof	(	twoIntsStruct	)	)	VAR_8	if	(	0	)	{	printLine	(	"	STRING	"	)	VAR_8	}	else	{	{	int	VAR_9	VAR_8	for	(	VAR_0	=	0	VAR_1	VAR_2	<	10	VAR_3	VAR_4	++	)	{	data	[	VAR_9	]	.	intOne	=	VAR_9	VAR_8	data	[	VAR_9	]	.	intTwo	=	VAR_9	VAR_8	}	}	}	if	(	1	)	{	{	int	VAR_9	VAR_8	for	(	VAR_5	=	0	VAR_6	VAR_7	<	10	VAR_8	VAR_9	++	)	{	printIntLine	(	data	[	VAR_9	]	.	intOne	)	VAR_8	printIntLine	(	data	[	VAR_9	]	.	intTwo	)	VAR_8	}	}	}	},0
static	void	FUNCTION_NAME	(	)	{	double	*	VAR_0	VAR_14	double	VAR_1	[	10	VAR_2	VAR_14	VAR_8	=	VAR_1	VAR_14	if	(	STATIC_CONST_FIVE	==	5	)	{	VAR_14	}	if	(	STATIC_CONST_FIVE	==	5	)	{	{	int	VAR_15	VAR_14	for	(	VAR_3	=	0	VAR_4	VAR_5	<	10	VAR_6	VAR_7	++	)	{	VAR_8	[	VAR_9	VAR_2	=	(	double	)	VAR_10	VAR_14	}	}	{	int	VAR_15	VAR_14	for	(	VAR_11	=	0	VAR_12	VAR_13	<	10	VAR_14	VAR_15	++	)	{	printDoubleLine	(	VAR_8	[	VAR_15	VAR_2	)	VAR_14	}	}	}	},0
static	void	FUNCTION_NAME	(	VAR_6	{	double	*	VAR_0	VAR_4	VAR_1	=	(	double	*	VAR_6	VAR_2	(	10	*	sizeof	(	double	VAR_6	VAR_6	VAR_4	{	int	VAR_10	VAR_4	for	(	VAR_3	=	0	VAR_4	VAR_5	<	(	10	/	2	VAR_6	VAR_4	VAR_7	++	VAR_6	{	VAR_8	[	VAR_9	]	=	(	double	VAR_6	VAR_10	VAR_4	}	}	CWE457_Use_of_Uninitialized_Variable__double_array_alloca_partial_init_63b_goodB2GSink	(	&	VAR_8	VAR_6	VAR_4	},0
static	void	FUNCTION_NAME	(	)	{	int	*	data	VAR_8	int	dataUninitArray	[	10	]	VAR_8	data	=	dataUninitArray	VAR_8	if	(	globalFive	!=	5	)	{	printLine	(	"	STRING	"	)	VAR_8	}	else	{	{	int	VAR_9	VAR_8	for	(	VAR_0	=	0	VAR_1	VAR_2	<	10	VAR_3	VAR_4	++	)	{	data	[	VAR_9	]	=	VAR_9	VAR_8	}	}	}	if	(	globalFive	==	5	)	{	{	int	VAR_9	VAR_8	for	(	VAR_5	=	0	VAR_6	VAR_7	<	10	VAR_8	VAR_9	++	)	{	printIntLine	(	data	[	VAR_9	]	)	VAR_8	}	}	}	},0
static	void	FUNCTION_NAME	(	)	{	long	VAR_0	;	if	(	globalReturnsTrue	(	)	)	{	;	}	if	(	globalReturnsTrue	(	)	)	{	VAR_0	=	5	L	;	printLongLine	(	VAR_0	)	;	}	},0
void	FUNCTION_NAME	(	int	*	*	FUNCTION_NAME	)	VAR_4	static	void	VAR_0	(	)	{	int	*	data	VAR_4	data	=	(	int	*	)	malloc	(	10	*	sizeof	(	int	)	)	VAR_4	if	(	data	==	NULL	)	{	exit	(	-	1	)	VAR_4	}	{	int	VAR_5	VAR_4	for	(	VAR_1	=	0	VAR_2	VAR_3	<	10	VAR_4	VAR_5	++	)	{	data	[	VAR_5	]	=	VAR_5	VAR_4	}	}	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_63b_goodG2BSink	(	&	data	)	VAR_4	},0
static	void	FUNCTION_NAME	(	)	{	int64_t	data	;	data	=	5	LL	;	CWE457_Use_of_Uninitialized_Variable__int64_t_63b_goodG2BSink	(	&	data	)	;	},0
