static	void	FUNCTION_NAME	(	)	{	twoIntsStruct	*	data	VAR_0	twoIntsStruct	dataUninitArray	[	10	]	VAR_0	data	=	dataUninitArray	VAR_0	if	(	STATIC_CONST_FALSE	)	{	printLine	(	"	STRING	"	)	VAR_0	}	else	{	{	int	VAR_0	VAR_0	for	(	VAR_0	=	0	VAR_0	VAR_0	<	10	VAR_0	VAR_0	++	)	{	data	[	VAR_0	]	.	intOne	=	VAR_0	VAR_0	data	[	VAR_0	]	.	intTwo	=	VAR_0	VAR_0	}	}	}	if	(	STATIC_CONST_TRUE	)	{	{	int	VAR_0	VAR_0	for	(	VAR_0	=	0	VAR_0	VAR_0	<	10	VAR_0	VAR_0	++	)	{	printIntLine	(	data	[	VAR_0	]	.	intOne	)	VAR_0	printIntLine	(	data	[	VAR_0	]	.	intTwo	)	VAR_0	}	}	}	},0
static	void	FUNCTION_NAME	(	)	{	double	*	VAR_0	VAR_0	double	VAR_0	[	10	VAR_0	VAR_0	VAR_0	=	VAR_0	VAR_0	if	(	staticReturnsTrue	(	)	)	{	VAR_0	}	if	(	staticReturnsTrue	(	)	)	{	{	int	VAR_0	VAR_0	for	(	VAR_0	=	0	VAR_0	VAR_0	<	10	VAR_0	VAR_0	++	)	{	VAR_0	[	VAR_0	VAR_0	=	(	double	)	VAR_0	VAR_0	}	}	{	int	VAR_0	VAR_0	for	(	VAR_0	=	0	VAR_0	VAR_0	<	10	VAR_0	VAR_0	++	)	{	printDoubleLine	(	VAR_0	[	VAR_0	VAR_0	)	VAR_0	}	}	}	},0
void	FUNCTION_NAME	(	void	*	FUNCTION_NAME	)	{	double	*	*	VAR_0	=	(	double	*	*	)	VAR_0	VAR_0	double	*	VAR_0	=	(	*	VAR_0	)	VAR_0	{	int	VAR_0	VAR_0	for	(	VAR_0	=	0	VAR_0	VAR_0	<	10	VAR_0	VAR_0	++	)	{	VAR_0	[	VAR_0	]	=	(	double	)	VAR_0	VAR_0	}	}	{	int	VAR_0	VAR_0	for	(	VAR_0	=	0	VAR_0	VAR_0	<	10	VAR_0	VAR_0	++	)	{	printDoubleLine	(	VAR_0	[	VAR_0	]	)	VAR_0	}	}	},0
static	void	FUNCTION_NAME	(	)	{	twoIntsStruct	*	data	VAR_0	data	=	(	twoIntsStruct	*	)	ALLOCA	(	10	*	sizeof	(	twoIntsStruct	)	)	VAR_0	if	(	0	)	{	printLine	(	"	STRING	"	)	VAR_0	}	else	{	{	int	VAR_0	VAR_0	for	(	VAR_0	=	0	VAR_0	VAR_0	<	10	VAR_0	VAR_0	++	)	{	data	[	VAR_0	]	.	intOne	=	VAR_0	VAR_0	data	[	VAR_0	]	.	intTwo	=	VAR_0	VAR_0	}	}	}	if	(	1	)	{	{	int	VAR_0	VAR_0	for	(	VAR_0	=	0	VAR_0	VAR_0	<	10	VAR_0	VAR_0	++	)	{	printIntLine	(	data	[	VAR_0	]	.	intOne	)	VAR_0	printIntLine	(	data	[	VAR_0	]	.	intTwo	)	VAR_0	}	}	}	},0
static	void	FUNCTION_NAME	(	)	{	double	*	VAR_0	VAR_0	double	VAR_0	[	10	VAR_0	VAR_0	VAR_0	=	VAR_0	VAR_0	if	(	STATIC_CONST_FIVE	==	5	)	{	VAR_0	}	if	(	STATIC_CONST_FIVE	==	5	)	{	{	int	VAR_0	VAR_0	for	(	VAR_0	=	0	VAR_0	VAR_0	<	10	VAR_0	VAR_0	++	)	{	VAR_0	[	VAR_0	VAR_0	=	(	double	)	VAR_0	VAR_0	}	}	{	int	VAR_0	VAR_0	for	(	VAR_0	=	0	VAR_0	VAR_0	<	10	VAR_0	VAR_0	++	)	{	printDoubleLine	(	VAR_0	[	VAR_0	VAR_0	)	VAR_0	}	}	}	},0
static	void	FUNCTION_NAME	(	VAR_0	{	double	*	VAR_0	VAR_0	VAR_0	=	(	double	*	VAR_0	VAR_0	(	10	*	sizeof	(	double	VAR_0	VAR_0	VAR_0	{	int	VAR_0	VAR_0	for	(	VAR_0	=	0	VAR_0	VAR_0	<	(	10	/	2	VAR_0	VAR_0	VAR_0	++	VAR_0	{	VAR_0	[	VAR_0	]	=	(	double	VAR_0	VAR_0	VAR_0	}	}	CWE457_Use_of_Uninitialized_Variable__double_array_alloca_partial_init_63b_goodB2GSink	(	&	VAR_0	VAR_0	VAR_0	},0
static	void	FUNCTION_NAME	(	)	{	int	*	data	VAR_0	int	dataUninitArray	[	10	]	VAR_0	data	=	dataUninitArray	VAR_0	if	(	globalFive	!=	5	)	{	printLine	(	"	STRING	"	)	VAR_0	}	else	{	{	int	VAR_0	VAR_0	for	(	VAR_0	=	0	VAR_0	VAR_0	<	10	VAR_0	VAR_0	++	)	{	data	[	VAR_0	]	=	VAR_0	VAR_0	}	}	}	if	(	globalFive	==	5	)	{	{	int	VAR_0	VAR_0	for	(	VAR_0	=	0	VAR_0	VAR_0	<	10	VAR_0	VAR_0	++	)	{	printIntLine	(	data	[	VAR_0	]	)	VAR_0	}	}	}	},0
static	void	FUNCTION_NAME	(	)	{	long	VAR_0	;	if	(	globalReturnsTrue	(	)	)	{	;	}	if	(	globalReturnsTrue	(	)	)	{	VAR_0	=	5	L	;	printLongLine	(	VAR_0	)	;	}	},0
void	FUNCTION_NAME	(	int	*	*	FUNCTION_NAME	)	VAR_0	static	void	VAR_0	(	)	{	int	*	data	VAR_0	data	=	(	int	*	)	malloc	(	10	*	sizeof	(	int	)	)	VAR_0	if	(	data	==	NULL	)	{	exit	(	-	1	)	VAR_0	}	{	int	VAR_0	VAR_0	for	(	VAR_0	=	0	VAR_0	VAR_0	<	10	VAR_0	VAR_0	++	)	{	data	[	VAR_0	]	=	VAR_0	VAR_0	}	}	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_63b_goodG2BSink	(	&	data	)	VAR_0	},0
static	void	FUNCTION_NAME	(	)	{	int64_t	data	;	data	=	5	LL	;	CWE457_Use_of_Uninitialized_Variable__int64_t_63b_goodG2BSink	(	&	data	)	;	},0
